Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3502 784,14-Oct-20,Wednesday,10,MasterCard,CVC,£13,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,42.3,Monzo,0
#2938 403,13-Oct-20,Tuesday,5,Visa,Tap,£14,POS,Children,Russia,Russia,United Kingdom,M,32.9,Barclays,1
#3265 198,14-Oct-20,Wednesday,19,Visa,PIN,£28,POS,Fashion,USA,USA,United Kingdom,M,39.2,RBS,1
#3660 872,14-Oct-20,Wednesday,1,MasterCard,CVC,£30,Online,Gaming,USA,USA,United Kingdom,M,37.8,Barclays,1
#3558 778,14-Oct-20,Wednesday,17,Visa,CVC,£11,Online,Food,Russia,Russia,United Kingdom,M,25.3,Barclays,1
#2684 082,13-Oct-20,Tuesday,7,MasterCard,CVC,£11,Online,Food,USA,USA,United Kingdom,M,47.1,RBS,1
#3328 643,13-Oct-20,Tuesday,8,MasterCard,PIN,£174,ATM,Subscription,China,China,China,M,53.5,Barclays,0
#2627 340,13-Oct-20,Tuesday,8,MasterCard,PIN,£364,ATM,Children,Russia,Russia,Russia,M,38.1,Barlcays,0
#2599 709,14-Oct-20,Wednesday,13,Visa,Tap,£10,POS,Children,United Kingdom,Russia,United Kingdom,M,33.1,Metro,1
#3068 863,14-Oct-20,Wednesday,9,Visa,PIN,£92,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,43.0,Barlcays,0
#3300 695,13-Oct-20,Tuesday,21,MasterCard,CVC,£6,Online,Services,India,India,United Kingdom,M,38.0,Barlcays,1
#3345 252,13-Oct-20,Tuesday,9,Visa,PIN,£115,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,23.8,Halifax,0
#2916 562,13-Oct-20,Tuesday,3,Visa,Tap,£17,POS,Children,United Kingdom,India,United Kingdom,M,42.1,Barclays,1
#2719 444,14-Oct-20,Wednesday,17,MasterCard,PIN,£105,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,48.2,Lloyds,0
#3622 692,14-Oct-20,Wednesday,22,Visa,PIN,£261,ATM,Gaming,Russia,Russia,United Kingdom,M,51.7,Barclays,1
#3290 300,13-Oct-20,Tuesday,11,Visa,CVC,£77,Online,Electronics,India,India,United Kingdom,F,43.1,HSBC,1
#3404 185,13-Oct-20,Tuesday,11,Visa,PIN,£30,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,38.4,Barlcays,0
#3425 701,13-Oct-20,Tuesday,20,Visa,Tap,£17,POS,Food,India,India,India,M,39.6,Barclays,0
#3295 382,14-Oct-20,Wednesday,12,Visa,PIN,£6,ATM,Food,USA,USA,United Kingdom,M,38.2,Barclays,1
#3390 085,14-Oct-20,Wednesday,12,MasterCard,PIN,£98,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,36.3,Barclays,0
#3360 598,14-Oct-20,Wednesday,11,MasterCard,PIN,£6,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,34.5,Metro,0
#3432 483,14-Oct-20,Wednesday,15,MasterCard,Tap,£7,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,48.8,Lloyds,0
#2630 015,13-Oct-20,Tuesday,17,MasterCard,CVC,£18,Online,Electronics,China,China,United Kingdom,F,50.3,Barclays,1
#3523 416,14-Oct-20,Wednesday,3,Visa,PIN,£34,POS,Subscription,India,India,United Kingdom,M,45.0,Monzo,1
#3009 455,13-Oct-20,Tuesday,2,MasterCard,Tap,£27,POS,Entertainment,China,China,United Kingdom,M,50.5,Lloyds,1
#2702 216,13-Oct-20,Tuesday,14,Visa,PIN,£60,ATM,Food,China,China,China,M,50.6,Lloyds,0
#2576 441,13-Oct-20,Tuesday,20,Visa,CVC,£20,Online,Children,United Kingdom,India,United Kingdom,F,46.1,Lloyds,1
#2966 524,13-Oct-20,Tuesday,2,MasterCard,Tap,£15,POS,Electronics,India,India,United Kingdom,M,54.2,Barclays,1
#3632 122,13-Oct-20,Tuesday,5,Visa,Tap,£29,POS,Products,USA,USA,United Kingdom,M,33.3,Metro,1
#3607 395,13-Oct-20,Tuesday,0,MasterCard,Tap,£12,POS,Entertainment,United Kingdom,Russia,United Kingdom,M,36.8,Barlcays,1
#3488 109,14-Oct-20,Wednesday,11,Visa,PIN,£148,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,28.9,Metro,0
#3370 924,14-Oct-20,Wednesday,6,Visa,PIN,£15,POS,Subscription,Russia,Russia,United Kingdom,M,49.4,Barclays,1
#3355 548,13-Oct-20,Tuesday,5,MasterCard,CVC,£26,Online,Fashion,India,India,United Kingdom,M,49.5,Lloyds,1
#3313 153,13-Oct-20,Tuesday,13,Visa,Tap,£16,POS,Subscription,India,India,United Kingdom,F,36.6,Halifax,1
#3019 983,14-Oct-20,Wednesday,7,MasterCard,Tap,£13,POS,Electronics,USA,USA,United Kingdom,F,46.9,Barclays,1
#2995 197,13-Oct-20,Tuesday,3,Visa,CVC,£16,Online,Services,Russia,Russia,United Kingdom,M,37.4,Lloyds,1
#3206 898,14-Oct-20,Wednesday,7,MasterCard,CVC,£212,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,58.4,Monzo,0
#3186 056,13-Oct-20,Tuesday,20,MasterCard,CVC,£44,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,33.5,Monzo,0
#2883 518,14-Oct-20,Wednesday,10,Visa,PIN,£28,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,46.2,Lloyds,0
#2808 189,14-Oct-20,Wednesday,21,Visa,CVC,£191,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,60.7,RBS,0
#3321 367,14-Oct-20,Wednesday,22,MasterCard,PIN,£243,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,27.6,Metro,0
#3260 857,13-Oct-20,Tuesday,6,MasterCard,PIN,£344,POS,Children,India,India,United Kingdom,F,54.4,Barlcays,1
#3161 759,14-Oct-20,Wednesday,15,Visa,PIN,£230,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,39.0,RBS,0
#2624 214,14-Oct-20,Wednesday,1,Visa,CVC,£6,Online,Services,China,China,United Kingdom,F,49.3,Lloyds,1
#2994 945,13-Oct-20,Tuesday,11,MasterCard,CVC,£20,Online,Products,India,India,United Kingdom,F,31.5,Barclays,1
#3006 433,13-Oct-20,Tuesday,9,MasterCard,PIN,£259,ATM,Gaming,India,India,India,F,52.0,RBS,0
#3132 561,14-Oct-20,Wednesday,16,Visa,Tap,£20,POS,Food,India,India,India,M,54.7,Monzo,0
#2930 537,14-Oct-20,Wednesday,12,MasterCard,PIN,£201,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,32.6,Barclays,0
#2958 231,14-Oct-20,Wednesday,16,Visa,PIN,£29,ATM,Products,Russia,Russia,Russia,M,32.3,Barclays,0
#2712 325,13-Oct-20,Tuesday,16,Visa,PIN,£165,ATM,Gaming,USA,USA,USA,F,44.1,Lloyds,0
#2963 182,14-Oct-20,Wednesday,12,MasterCard,PIN,£391,POS,Electronics,Russia,Russia,United Kingdom,F,29.0,Halifax,0
#3631 335,14-Oct-20,Wednesday,21,MasterCard,Tap,£12,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,51.6,HSBC,0
#3174 523,14-Oct-20,Wednesday,15,MasterCard,PIN,£379,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,51.1,Barclays,0
#3101 856,13-Oct-20,Tuesday,20,MasterCard,PIN,£22,ATM,Entertainment,China,China,China,F,41.7,Barclays,0
#3564 732,14-Oct-20,Wednesday,14,MasterCard,CVC,£9,Online,Subscription,USA,USA,United Kingdom,M,40.6,Monzo,1
#3587 381,13-Oct-20,Tuesday,23,Visa,PIN,£237,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,26.9,Metro,0
#3107 975,13-Oct-20,Tuesday,15,Visa,PIN,£109,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,49.9,Barclays,0
#3526 493,13-Oct-20,Tuesday,3,MasterCard,CVC,£22,Online,Restaurant,India,India,United Kingdom,F,39.4,Barclays,1
#3263 726,13-Oct-20,Tuesday,21,Visa,CVC,£398,Online,Subscription,USA,USA,United Kingdom,F,45.7,Metro,1
#3673 110,13-Oct-20,Tuesday,11,MasterCard,PIN,£15,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,40.5,Halifax,0
#3272 166,14-Oct-20,Wednesday,12,Visa,PIN,£28,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,39.0,Monzo,0
#3155 195,13-Oct-20,Tuesday,14,MasterCard,CVC,£15,Online,Food,United Kingdom,Russia,United Kingdom,F,50.0,Lloyds,1
#2741 693,14-Oct-20,Wednesday,10,MasterCard,PIN,£397,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,37.9,Barclays,0
#2575 895,14-Oct-20,Wednesday,12,Visa,Tap,£5,POS,Electronics,USA,USA,USA,F,44.2,Halifax,0
#2999 484,13-Oct-20,Tuesday,15,MasterCard,CVC,£5,Online,Restaurant,United Kingdom,USA,United Kingdom,F,43.7,RBS,0
#3272 711,13-Oct-20,Tuesday,5,MasterCard,CVC,£20,Online,Children,United Kingdom,USA,United Kingdom,M,45.4,Barclays,1
#2781 716,14-Oct-20,Wednesday,9,Visa,Tap,£27,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,54.8,Barclays,0
#3151 278,13-Oct-20,Tuesday,21,Visa,Tap,£6,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,45.0,Barclays,0
#3603 217,13-Oct-20,Tuesday,3,MasterCard,CVC,£20,Online,Products,India,India,United Kingdom,F,41.6,Metro,1
#3542 795,13-Oct-20,Tuesday,13,Visa,CVC,£184,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,42.2,Monzo,0
#3665 699,13-Oct-20,Tuesday,21,Visa,PIN,£22,ATM,Gaming,Russia,Russia,Russia,M,38.4,Barclays,0
#3120 328,13-Oct-20,Tuesday,2,Visa,CVC,£6,Online,Services,China,China,United Kingdom,M,45.5,Metro,1
#2652 249,13-Oct-20,Tuesday,12,MasterCard,PIN,£27,ATM,Electronics,United Kingdom,China,United Kingdom,M,53.4,Halifax,0
#3271 401,14-Oct-20,Wednesday,6,MasterCard,CVC,£6,Online,Services,Russia,Russia,United Kingdom,M,46.7,Metro,1
#3450 914,14-Oct-20,Wednesday,0,MasterCard,CVC,£29,Online,Food,India,India,United Kingdom,F,41.5,RBS,1
#3070 815,14-Oct-20,Wednesday,23,Visa,PIN,£304,POS,Products,Russia,Russia,Russia,M,46.9,RBS,0
#3343 021,13-Oct-20,Tuesday,23,MasterCard,CVC,£12,Online,Children,United Kingdom,USA,United Kingdom,M,33.8,Barclays,1
#3524 286,14-Oct-20,Wednesday,16,Visa,Tap,£22,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,57.9,HSBC,0
#3138 360,13-Oct-20,Tuesday,9,MasterCard,PIN,£373,ATM,Subscription,USA,USA,USA,F,55.7,Barclays,0
#3507 016,13-Oct-20,Tuesday,16,MasterCard,CVC,£11,Online,Subscription,China,China,United Kingdom,F,40.2,Barclays,1
#2685 398,13-Oct-20,Tuesday,10,MasterCard,PIN,£137,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,55.9,Barclays,0
#3217 017,13-Oct-20,Tuesday,2,Visa,PIN,£6,ATM,Fashion,India,India,United Kingdom,F,49.8,HSBC,1
#3388 978,14-Oct-20,Wednesday,12,Visa,CVC,£204,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,49.3,Lloyds,0
#2755 293,13-Oct-20,Tuesday,12,Visa,Tap,£11,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,45.5,Barclays,0
#3513 358,14-Oct-20,Wednesday,19,Visa,PIN,£394,ATM,Electronics,Russia,Russia,United Kingdom,M,39.3,RBS,1
#2789 382,14-Oct-20,Wednesday,2,MasterCard,CVC,£24,Online,Products,China,China,United Kingdom,M,27.3,Monzo,1
#2913 306,13-Oct-20,Tuesday,7,MasterCard,Tap,£11,POS,Entertainment,China,China,United Kingdom,M,50.7,Barclays,1
#3400 120,13-Oct-20,Tuesday,4,Visa,CVC,£26,Online,Gaming,USA,USA,United Kingdom,F,31.8,Barclays,1
#3517 964,13-Oct-20,Tuesday,23,MasterCard,PIN,£18,ATM,Services,India,India,India,F,51.0,Metro,0
#2696 878,13-Oct-20,Tuesday,12,Visa,PIN,£284,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,38.4,RBS,0
#2987 364,13-Oct-20,Tuesday,13,Visa,CVC,£29,Online,Children,United Kingdom,USA,United Kingdom,M,32.3,Metro,1
#3161 203,13-Oct-20,Tuesday,22,MasterCard,CVC,£17,Online,Children,USA,USA,United Kingdom,M,38.3,Lloyds,1
#2613 725,13-Oct-20,Tuesday,3,MasterCard,Tap,£17,POS,Electronics,India,India,United Kingdom,M,45.9,Monzo,1
#3279 415,13-Oct-20,Tuesday,10,Visa,Tap,£25,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,63.1,Lloyds,0
#3352 852,14-Oct-20,Wednesday,2,Visa,PIN,£24,ATM,Fashion,United Kingdom,Russia,United Kingdom,M,58.0,Barclays,1
#2980 404,13-Oct-20,Tuesday,22,MasterCard,PIN,£16,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,27.7,Barlcays,0
#3435 564,14-Oct-20,Wednesday,7,MasterCard,CVC,£283,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,39.7,Lloyds,0
#3144 787,13-Oct-20,Tuesday,13,MasterCard,CVC,£360,Online,Electronics,China,China,United Kingdom,M,46.6,RBS,1
#3297 825,14-Oct-20,Wednesday,3,Visa,CVC,£372,Online,Products,United Kingdom,USA,United Kingdom,M,47.2,Barlcays,1
#3120 038,14-Oct-20,Wednesday,4,MasterCard,Tap,£19,POS,Restaurant,Russia,Russia,United Kingdom,F,54.5,Barclays,1
#2569 344,14-Oct-20,Wednesday,19,Visa,PIN,£69,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,64.5,Halifax,0
#3212 316,13-Oct-20,Tuesday,0,Visa,PIN,£39,POS,Children,India,India,United Kingdom,M,43.0,Barclays,1
#2875 752,14-Oct-20,Wednesday,22,MasterCard,PIN,£27,ATM,Food,China,China,United Kingdom,M,29.9,HSBC,1
#3049 333,14-Oct-20,Wednesday,6,Visa,PIN,£27,ATM,Restaurant,India,India,United Kingdom,F,43.7,Barclays,1
#3394 822,14-Oct-20,Wednesday,23,Visa,PIN,£153,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,55.2,Barclays,0
#3181 930,14-Oct-20,Wednesday,1,MasterCard,CVC,£7,Online,Gaming,India,India,United Kingdom,M,38.7,Barclays,1
#2920 186,14-Oct-20,Wednesday,18,Visa,CVC,£22,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,36.8,Barclays,0
#3107 549,14-Oct-20,Wednesday,11,Visa,CVC,£385,Online,Subscription,United Kingdom,China,United Kingdom,M,31.2,Metro,1
#3648 025,13-Oct-20,Tuesday,22,Visa,CVC,£8,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,46.0,Halifax,0
#2756 082,13-Oct-20,Tuesday,17,Visa,CVC,£18,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,53.6,Metro,0
#3198 554,14-Oct-20,Wednesday,6,Visa,CVC,£16,Online,Food,Russia,Russia,United Kingdom,M,54.6,Halifax,1
#3634 177,14-Oct-20,Wednesday,22,Visa,CVC,£16,Online,Services,USA,USA,United Kingdom,M,46.0,Barlcays,1
#2763 169,13-Oct-20,Tuesday,7,Visa,CVC,£12,Online,Services,United Kingdom,China,United Kingdom,M,51.0,Barlcays,1
#2701 429,14-Oct-20,Wednesday,16,MasterCard,PIN,£124,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,40.8,RBS,0
#2774 438,14-Oct-20,Wednesday,11,MasterCard,Tap,£16,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,39.2,Barclays,0
#2831 091,14-Oct-20,Wednesday,20,Visa,PIN,£80,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,39.9,Barclays,0
#2663 402,13-Oct-20,Tuesday,17,Visa,PIN,£153,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,55.9,Monzo,0
#3299 151,14-Oct-20,Wednesday,17,MasterCard,PIN,£127,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,51.3,Barclays,0
#3405 240,13-Oct-20,Tuesday,9,Visa,CVC,£336,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,37.3,RBS,0
#2956 323,14-Oct-20,Wednesday,13,MasterCard,CVC,£13,Online,Entertainment,India,India,United Kingdom,F,40.3,Barlcays,1
#2587 075,14-Oct-20,Wednesday,21,MasterCard,PIN,£121,ATM,Restaurant,China,China,China,M,51.7,Metro,0
#3090 316,13-Oct-20,Tuesday,10,Visa,PIN,£227,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,28.6,Monzo,0
#3509 457,14-Oct-20,Wednesday,18,MasterCard,CVC,£332,Online,Children,India,India,United Kingdom,M,51.8,Lloyds,1
#2997 734,14-Oct-20,Wednesday,10,MasterCard,PIN,£267,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,45.0,Barclays,0
#3116 776,13-Oct-20,Tuesday,18,MasterCard,Tap,£10,POS,Restaurant,India,India,United Kingdom,M,56.9,Metro,1
#3361 129,14-Oct-20,Wednesday,13,MasterCard,CVC,£13,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,57.2,Metro,0
#3547 493,14-Oct-20,Wednesday,10,Visa,PIN,£305,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,41.0,Barclays,0
#2826 629,13-Oct-20,Tuesday,21,Visa,CVC,£115,Online,Services,United Kingdom,Russia,United Kingdom,F,64.3,Barclays,0
#3272 964,14-Oct-20,Wednesday,7,Visa,Tap,£16,POS,Children,United Kingdom,Russia,United Kingdom,F,37.7,Lloyds,0
#2663 299,14-Oct-20,Wednesday,5,Visa,PIN,£27,ATM,Children,USA,USA,United Kingdom,M,44.2,Barclays,1
#3198 923,13-Oct-20,Tuesday,20,Visa,Tap,£20,POS,Electronics,India,India,India,F,48.0,HSBC,0
#3215 979,14-Oct-20,Wednesday,4,Visa,CVC,£116,Online,Electronics,Russia,Russia,United Kingdom,M,30.7,Halifax,1
#3048 680,14-Oct-20,Wednesday,15,Visa,PIN,£21,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,45.6,Barclays,0
#3037 436,14-Oct-20,Wednesday,16,Visa,PIN,£270,POS,Electronics,United Kingdom,China,United Kingdom,M,37.4,HSBC,0
#3498 910,13-Oct-20,Tuesday,22,Visa,CVC,£20,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,42.2,Monzo,0
#3246 519,13-Oct-20,Tuesday,18,MasterCard,PIN,£26,ATM,Food,China,China,China,F,46.3,Monzo,0
#2736 461,14-Oct-20,Wednesday,18,Visa,PIN,£84,ATM,Subscription,India,India,India,F,38.9,Monzo,0
#2711 761,13-Oct-20,Tuesday,23,Visa,Tap,£20,POS,Products,United Kingdom,Russia,United Kingdom,M,45.4,Barclays,1
#3574 922,14-Oct-20,Wednesday,7,MasterCard,PIN,£115,ATM,Gaming,USA,USA,United Kingdom,M,52.7,Barclays,0
#2587 363,13-Oct-20,Tuesday,23,MasterCard,CVC,£348,Online,Restaurant,Russia,Russia,United Kingdom,M,49.3,Barclays,1
#2692 529,13-Oct-20,Tuesday,8,MasterCard,PIN,£36,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,38.4,Barlcays,0
#2639 044,13-Oct-20,Tuesday,13,MasterCard,PIN,£28,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,36.7,Barlcays,0
#3484 662,13-Oct-20,Tuesday,18,Visa,PIN,£209,ATM,Services,USA,USA,United Kingdom,F,40.0,Barlcays,0
#3491 000,14-Oct-20,Wednesday,13,Visa,PIN,£193,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,34.4,Metro,0
#2989 171,13-Oct-20,Tuesday,12,Visa,CVC,£13,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,40.8,Barclays,0
#3261 664,13-Oct-20,Tuesday,17,MasterCard,CVC,£14,Online,Fashion,China,China,United Kingdom,M,32.1,Barclays,1
#3065 092,13-Oct-20,Tuesday,18,MasterCard,Tap,£18,POS,Fashion,India,India,United Kingdom,F,47.6,Lloyds,1
#3483 853,13-Oct-20,Tuesday,15,Visa,CVC,£30,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,63.9,RBS,0
#3169 845,14-Oct-20,Wednesday,14,Visa,CVC,£12,Online,Subscription,United Kingdom,Russia,United Kingdom,M,38.0,HSBC,1
#3320 993,14-Oct-20,Wednesday,13,Visa,PIN,£22,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,49.5,Monzo,0
#2624 184,13-Oct-20,Tuesday,6,Visa,CVC,£236,Online,Electronics,China,China,United Kingdom,F,52.6,Barclays,1
#2663 317,13-Oct-20,Tuesday,9,Visa,CVC,£30,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,41.3,Halifax,0
#3361 418,13-Oct-20,Tuesday,16,Visa,CVC,£23,Online,Children,China,China,United Kingdom,M,43.6,Barclays,1
#2714 548,13-Oct-20,Tuesday,10,Visa,CVC,£217,Online,Electronics,China,China,United Kingdom,F,38.2,Halifax,1
#3529 190,14-Oct-20,Wednesday,1,Visa,CVC,£51,Online,Electronics,United Kingdom,India,United Kingdom,M,59.6,Barclays,1
#2926 163,14-Oct-20,Wednesday,6,Visa,CVC,£47,Online,Products,Russia,Russia,United Kingdom,M,40.1,Barclays,1
#3253 233,14-Oct-20,Wednesday,13,Visa,Tap,£10,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,44.4,Barclays,0
#2866 272,13-Oct-20,Tuesday,3,Visa,CVC,£369,Online,Gaming,India,India,United Kingdom,M,37.4,Barclays,1
#2638 333,13-Oct-20,Tuesday,19,Visa,PIN,£90,POS,Entertainment,China,China,China,F,48.7,Lloyds,0
#3453 990,13-Oct-20,Tuesday,7,Visa,Tap,£16,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,34.0,Lloyds,0
#2985 270,14-Oct-20,Wednesday,7,Visa,PIN,£286,ATM,Gaming,India,India,United Kingdom,F,50.8,HSBC,0
#3166 772,14-Oct-20,Wednesday,5,Visa,CVC,£17,Online,Products,China,China,United Kingdom,M,24.6,HSBC,1
#2666 159,14-Oct-20,Wednesday,12,Visa,PIN,£26,ATM,Food,India,India,United Kingdom,M,61.1,Monzo,1
#3524 799,13-Oct-20,Tuesday,22,Visa,Tap,£13,POS,Restaurant,China,China,United Kingdom,F,53.6,Monzo,1
#3233 644,13-Oct-20,Tuesday,10,MasterCard,CVC,£19,Online,Fashion,India,India,United Kingdom,M,45.7,Barclays,1
#3246 411,13-Oct-20,Tuesday,7,Visa,PIN,£304,ATM,Restaurant,USA,USA,United Kingdom,M,54.7,Barclays,0
#3535 048,14-Oct-20,Wednesday,3,Visa,CVC,£27,Online,Electronics,United Kingdom,India,United Kingdom,M,57.4,HSBC,1
#3065 029,13-Oct-20,Tuesday,4,Visa,CVC,£12,Online,Fashion,China,China,United Kingdom,F,52.8,Halifax,1
#2793 685,14-Oct-20,Wednesday,21,Visa,Tap,£5,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,40.5,Barclays,0
#3606 021,13-Oct-20,Tuesday,4,MasterCard,PIN,£22,ATM,Subscription,USA,USA,United Kingdom,M,40.8,HSBC,1
#2610 253,13-Oct-20,Tuesday,11,Visa,CVC,£12,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,36.0,Metro,0
#3421 579,14-Oct-20,Wednesday,1,MasterCard,PIN,£11,ATM,Fashion,USA,USA,United Kingdom,M,55.8,Barlcays,1
#2792 571,13-Oct-20,Tuesday,7,Visa,CVC,£359,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,49.5,Barclays,0
#3281 120,14-Oct-20,Wednesday,20,Visa,Tap,£24,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,44.3,Barclays,0
#3090 568,14-Oct-20,Wednesday,4,MasterCard,PIN,£355,POS,Fashion,USA,USA,United Kingdom,M,47.1,Monzo,1
#3302 988,13-Oct-20,Tuesday,10,MasterCard,Tap,£19,POS,Electronics,Russia,Russia,United Kingdom,F,55.8,Monzo,1
#2819 632,14-Oct-20,Wednesday,3,MasterCard,PIN,£23,ATM,Entertainment,India,India,United Kingdom,F,44.7,Barclays,1
#3618 789,13-Oct-20,Tuesday,4,MasterCard,Tap,£15,POS,Electronics,USA,USA,United Kingdom,M,55.8,Lloyds,1
#2796 534,14-Oct-20,Wednesday,5,Visa,PIN,£24,ATM,Services,USA,USA,United Kingdom,M,47.9,Lloyds,1
#2620 820,13-Oct-20,Tuesday,4,MasterCard,PIN,£19,ATM,Children,China,United Kingdom,China,M,50.5,Metro,1
#3392 139,14-Oct-20,Wednesday,21,Visa,PIN,£42,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,33.9,Lloyds,0
#2589 515,13-Oct-20,Tuesday,15,MasterCard,PIN,£89,ATM,Gaming,USA,United Kingdom,USA,M,38.7,RBS,0
#3624 493,14-Oct-20,Wednesday,14,MasterCard,CVC,£6,Online,Food,United Kingdom,Russia,United Kingdom,M,42.8,RBS,1
#2595 815,13-Oct-20,Tuesday,13,Visa,Tap,£29,POS,Electronics,Russia,Russia,United Kingdom,F,37.1,Barlcays,1
#3063 417,14-Oct-20,Wednesday,14,Visa,PIN,£23,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,37.3,Barclays,0
#3212 885,14-Oct-20,Wednesday,9,MasterCard,PIN,£382,ATM,Subscription,United Kingdom,India,United Kingdom,M,37.4,Monzo,0
#3422 656,14-Oct-20,Wednesday,14,MasterCard,Tap,£9,POS,Entertainment,Russia,Russia,Russia,M,45.1,RBS,0
#3358 279,13-Oct-20,Tuesday,22,MasterCard,PIN,£161,POS,Fashion,China,China,United Kingdom,F,51.0,Metro,0
#3328 452,13-Oct-20,Tuesday,7,MasterCard,PIN,£179,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,55.9,Halifax,0
#3684 512,14-Oct-20,Wednesday,14,Visa,CVC,£206,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,37.4,Barlcays,0
#3351 943,13-Oct-20,Tuesday,20,MasterCard,PIN,£139,POS,Restaurant,USA,USA,USA,M,42.3,Lloyds,0
#2648 047,13-Oct-20,Tuesday,23,Visa,CVC,£77,Online,Children,United Kingdom,Russia,United Kingdom,F,42.3,Lloyds,1
#2576 967,14-Oct-20,Wednesday,21,MasterCard,CVC,£205,Online,Gaming,Russia,Russia,United Kingdom,M,42.2,Barclays,0
#3237 652,14-Oct-20,Wednesday,8,MasterCard,CVC,£161,Online,Subscription,USA,USA,USA,M,49.0,RBS,0
#3327 705,14-Oct-20,Wednesday,1,MasterCard,CVC,£12,Online,Services,India,India,United Kingdom,F,60.4,Barclays,1
#3234 171,13-Oct-20,Tuesday,4,Visa,Tap,£16,POS,Restaurant,USA,USA,United Kingdom,F,34.6,Barclays,1
#2925 825,13-Oct-20,Tuesday,17,Visa,CVC,£9,Online,Services,USA,USA,United Kingdom,M,45.4,Monzo,1
#3416 013,13-Oct-20,Tuesday,20,Visa,CVC,£27,Online,Products,Russia,Russia,United Kingdom,F,46.0,Barlcays,1
